banco;comercio;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
Banco Falabella;Coppelia;40%;40;Sin Tope;Lunes;;;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/coppelia;Sigue estos pasos: /  / - Todos los Lunes / - 40% de descuento pagando con tu CMR y 30% de descuento pagando con Débito Banco Falabella. / CONDICIONES  / - Solo Presencial / - No acumulable sobre otras promociones
Banco Falabella;Petit;40% (40% dcto sin tope con CMR y 30% sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Alto las Condes;"CMR Mastercard Elite; CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2025-11-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/petit;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% sin tope con Débito Banco Falabella / - De lunes a domingo / - Exclusivo Alto las Condes
Banco Falabella;Patio Bulnes Restobar;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Lunes;;"Buin; Manuel Bulnes 491, comuna de Buin, Región Metropolitana";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-06-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/patio-bulnes-restobar;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los Lunes / *Dirección: Manuel Bulnes 491, comuna de Buin, Región Metropolitana
Banco Falabella;Hijo Del Sol Santiago;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes;;Hijo Del Sol Santiago;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/hijo-del-sol-santiago;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Hijo Del Sol Santiago / - lunes y martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales.
Banco Falabella;La Maestranza;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Lunes, Miércoles, Viernes;;Avenida Vitacura 5468, Vitacura – Santiago;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/la-maestranza;Sigue estos pasos /  / - Has tu reserva en La Maestranza / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los lunes, miércoles y viernes / - *Dirección: Avenida Vitacura 5468, Vitacura – Santiago
Banco Falabella;De Barrio;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;De Barrio;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/de-barrio;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - De Barrio / - De lunes a jueves / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales.
Banco Falabella;Kento Gourmet;40%;40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;"Alto Las Condes (Av Presidente Kennedy Lateral 9001); Parque Arauco (Av Presidente Kennedy 5413); Av. Vitacura 5460";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/kento-gourmet;¡Sin Tope! Disfruta con un 40% de dcto pagando con tu CMR y 30% de dcto pagando con débito Banco Falabella / Locales: / - Alto Las Condes (Av Presidente Kennedy Lateral 9001) / - Parque Arauco (Av Presidente Kennedy 5413) / - Av. Vitacura 5460 / Condiciones: / - Excluye promociones / - Exclusivo presencial / - lunes a jueves
Banco Falabella;Frida Kahlo;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;Costanera Center: lunes a jueves;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/frida-kahlo;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Costanera Center: lunes a jueves
Banco Falabella;Vapiano;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Lunes, Miércoles, Viernes, Sábado, Domingo;;Avenida Presidente Kennedy 5413, Las Condes, Región Metropolitana y Avenida Providencia 1984, Providencia. Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/vapiano;Sigue estos pasos /  / - Has tu reserva en Vapiano / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los Lunes, Miércoles, Viernes, Sábados y Domingos / *Dirección: Avenida Presidente Kennedy 5413, Las Condes, Región Metropolitana y Avenida Providencia 1984, Providencia. Región Metropolitana
Banco Falabella;Muu grill;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mallplaza Oeste: Todos los días; Mallplaza Egaña: Todos los días; Mallplaza Vespucio: Todos los días; Mallplaza Tobalaba: Todos los días; Mallplaza Los Dominicos: Todos los días; AV Isidora Goyenechea 3000, las condes: Todos los días; Vivo panorámico: Todos los días; Mercado Bulnes: Todos los días; Costanera Center: Todos los días; Mall Marina Viña: Todos los días; Mallplaza Antofagasta: Lunes a miércoles";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago, Región de Valparaíso;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-muu-grill;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mallplaza Oeste: Todos los días / - Mallplaza Egaña: Todos los días / - Mallplaza Vespucio: Todos los días / - Mallplaza Tobalaba: Todos los días / - Mallplaza Los Dominicos: Todos los días / - AV Isidora Goyenechea 3000, las condes: Todos los días / - Vivo panorámico: Todos los días / - Mercado Bulnes: Todos los días / - Costanera Center: Todos los días / - Mall Marina Viña: Todos los días / - Mallplaza Antofagasta: Lunes a miércoles
Banco Falabella;Cabrera al Paso;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Mallplaza Egaña: lunes a domingo;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/la-cabrera-al-paso;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mallplaza Egaña: lunes a domingo
Banco Falabella;Tanta;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Isidora 3000: Viernes a domingo; Mallplaza Norte: lunes a jueves; Mall Florida Center: Todos los dias; Mallplaza Tobalaba: Todos los dias; Mallplaza Egaña: lunes a miércoles";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago, Región de Valparaíso;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-tanta;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Isidora 3000: Viernes a domingo / - Mallplaza Norte: lunes a jueves / - Mall Florida Center: Todos los dias / - Mallplaza Tobalaba: Todos los dias / - Mallplaza Egaña: lunes a miércoles
Banco Falabella;Mamma mia;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mallplaza Tobalaba: Todos los días; Vivo Panorámico: Todos los días; Parque Arauco: Todos los días; Mallplaza Antofagasta: lunes a miércoles";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-mamma-mia;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mallplaza Tobalaba: Todos los días / - Vivo Panorámico: Todos los días / - Parque Arauco: Todos los días / - Mallplaza Antofagasta: lunes a miércoles.
Banco Falabella;Berlín Doner Kebab;40%;40;Sin Tope;Lunes, Martes, Jueves;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2025-10-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/berlin-doner-kebab;Locales: / Gerónimo de Alderete 1579, Vitacura. / Irarrázaval 1520, Ñuñoa. / Condiciones: / - Excluye promociones
Banco Falabella;Kairos garden;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes;;Mall Plaza Vespucio: lunes y martes;"CMR Mastercard; CMR Mastercard Elite; CMR Mastercard Premium; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/kairos-garden;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Vespucio: lunes y martes
Banco Falabella;La piazza;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00hrs: miércoles a domingo;"Mall Plaza Vespucio: Todos los días; Open Kennedy: lunes y martes; Open Kennedy desde las 19:00hrs: miércoles a domingo";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/sog-la-piazza;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Vespucio: Todos los días / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00hrs: miércoles a domingo
Banco Falabella;La patrona;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;La Patrona Mall Plaza Vespucio: lunes a jueves;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-la-patrona;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - La Patrona Mall Plaza Vespucio: lunes a jueves
Banco Falabella;Paris texas;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;Paris Texas Mallplaza Vespucio: lunes a jueves;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-paris-texas;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Paris Texas Mallplaza Vespucio: lunes a jueves
Banco Falabella;Take a wok;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mallplaza Oeste: Todos los días; Mallplaza Egaña: lunes a jueves; Mallplaza Los Dominicos: Todos los días; Mallplaza Vespucio: Todos los días; Mallplaza Tobalaba: Todos los días; Mallplaza Antofagasta: Lunes a viernes; Vivo Imperio: sábados y domingos; Parque Arauco : Todos los días";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-take-a-wok;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mallplaza Oeste: Todos los días / - Mallplaza Egaña: lunes a jueves / - Mallplaza Los Dominicos: Todos los días / - Mallplaza Vespucio: Todos los días / - Mallplaza Tobalaba: Todos los días / - Mallplaza Antofagasta: Lunes a viernes / - Vivo Imperio: sábados y domingos / - Parque Arauco : Todos los días
Banco Falabella;La sanguchera del barrio;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Plaza Egaña; Mercado Bulnes; Vivo Imperio; Costanera Center; Mallplaza Tobalaba";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-la-sanguchera-del-barrio;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo / Válido en locales: / - Mall Plaza Egaña / - Mercado Bulnes / - Vivo Imperio / - Costanera Center / - Mallplaza Tobalaba
Banco Falabella;Ekeko;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Mercado Bulnes: todos los días;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-ekeko;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mercado Bulnes: todos los días
Banco Falabella;Badass;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Parque Arauco;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/badass;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Parque Arauco
Banco Falabella;Vendetta;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;"locales seleccionados; Mall Plaza Egaña: de lunes a jueves; Mall Plaza Los Dominicos: de lunes a jueves; Mall Plaza Vespucio: de lunes a jueves; Patio Bellavista: de lunes a jueves";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/vendetta;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Egaña: de lunes a jueves / - Mall Plaza Los Dominicos: de lunes a jueves / - Mall Plaza Vespucio: de lunes a jueves / - Patio Bellavista: de lunes a jueves
Banco Falabella;Milá;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Vivo Imperio: Todos los días; Alto Las Condes: Lunes y martes";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-vivo-imperio-mila;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Vivo Imperio: Todos los días / - Alto Las Condes: Lunes y martes
Banco Falabella;Barra Chalaca;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Plaza Egaña: lunes a Jueves; Mall Alto Las Condes: lunes a jueves; Mall Plaza norte: lunes a viernes; Mall Plaza Vespucio: lunes y martes; Mall Vivo Panoramico: lunes a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago, Región de Valparaíso;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-barra-chalaca;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Egaña: lunes a Jueves / - Mall Alto Las Condes: lunes a jueves / - Mall Plaza norte: lunes a viernes / - Mall Plaza Vespucio: lunes y martes / - Mall Vivo Panoramico: lunes a domingo
Banco Falabella;El Bodegon;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00: miércoles a domingo;"Open Kennedy: lunes y martes; Open Kennedy desde las 19:00: miércoles a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/el-bodegon;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00: miércoles a domingo
Banco Falabella;Fuente Suiza;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde 19:00hrs: miércoles a domingo;"Mall plaza egaña: lunes a miércoles; Mall plaza oeste: lunes a miércoles; Open Kennedy: lunes y martes; Open Kennedy desde 19:00hrs: miércoles a domingo";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/fuente-suiza;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall plaza egaña: lunes a miércoles / - Mall plaza oeste: lunes a miércoles / - Open Kennedy: lunes y martes / - Open Kennedy desde 19:00hrs: miércoles a domingo
Banco Falabella;Cantina Varas;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a sábado);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;;Antonio Varas 443, Providencia;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-07-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/cantina-varas;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a sábado / Condiciones: / - El descuento no es acumulable con otras promociones / - Exclusivo presencial / Dirección: Antonio Varas 443, Providencia
Banco Falabella;Siete cortes;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00: miércoles a domingo;"Open Kennedy: lunes y martes; Open Kennedy desde las 19:00: miércoles a domingo";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-siete-cortes;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00: miércoles a domingo
Banco Falabella;El japones;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Florida Center: lunes a domingo; Mall plaza Tobalaba : lunes a domingo; Vivo Panoramico: lunes a domingo; Isidora 3000 : viernes a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-el-japones;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Florida Center: lunes a domingo / - Mall plaza Tobalaba : lunes a domingo / - Vivo Panoramico: lunes a domingo / - Isidora 3000 : viernes a domingo
Banco Falabella;Jalisco;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Parque Arauco; Open Kennedy; Vivo Panomarico";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/sog-jalisco;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo / Válido en locales: / - Parque Arauco / - Open Kennedy / - Vivo Panomarico
Banco Falabella;La argentina;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a viernes);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall plaza Oeste: Lunes a miercoles; Mall Florida Center: Lunes a domingo; Mall plaza Tobalaba: Lunes a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-04 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/la-argentina;Conoce el detalle / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a viernes / Válido en local: / - Mall plaza Oeste: Lunes a miercoles / - Mall Florida Center: Lunes a domingo / - Mall plaza Tobalaba: Lunes a domingo / - Vivo Panoramico : Lunes a domingo / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales.
Banco Falabella;Meson del marinero;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00hrs: miércoles a domingo;"Open Kennedy: lunes y martes; Open Kennedy desde las 19:00hrs: miércoles a domingo; Mallplaza Antofagasta: lunes a miércoles";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/sog-meson-del-marinero;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00hrs: miércoles a domingo / - Mallplaza Antofagasta: lunes a miércoles.
Banco Falabella;Muu Steak;40% (40% dcto con CMR y 30% con Débito Banco Falabella. Ambas sin tope.);1;Sin tope;Lunes, Martes;;;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/muu-steak;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. Ambas sin tope. / Condiciones: / - Solo Presencial en Alto Las Condes. / - Todos los Lunes y Martes
Banco Falabella;MISCELANEO;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella.);40;Sin Tope;Martes, Miércoles, Jueves, Viernes, Sábado;;Av. Santa María, 5870, Torre Oriente B 15, Vitacura, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2025-09-29 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/miscelaneo;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella. / Válido en locales: / - Av. Santa María, 5870, Torre Oriente B 15, Vitacura, Región Metropolitana / - Martes a Sábado / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Miscelaneo
